0,-0.002391
9.77E-05,4.34E-05
0.000195,0.001893
0.000293,0.003572
0.000391,0.00527
0.000488,0.006285
0.000586,0.007102
0.000684,0.008296
0.000781,0.008878
0.000879,0.008774
0.000977,0.008543
0.001074,0.007965
0.001172,0.007264
0.00127,0.006868
0.001367,0.006317
0.001465,0.005071
0.001562,0.003953
0.00166,0.002575
0.001758,0.001739
0.001855,0.000383
0.001953,-0.001122
0.002051,-0.002772
0.002148,-0.004575
0.002246,-0.005864
0.002344,-0.00674
0.002441,-0.007081
0.002539,-0.006659
0.002637,-0.006937
0.002734,-0.006868
0.002832,-0.006866
0.00293,-0.006588
0.003027,-0.00507
0.003125,-0.00342
0.003223,-0.001979
0.00332,-0.001128
0.003418,-0.000115
0.003516,-4.82E-06
0.003613,0.000426
0.003711,0.000433
0.003809,0.000245
0.003906,0.000555
0.004004,0.001141
0.004102,0.001576
0.004199,0.00255
0.004297,0.002022
0.004395,0.002689
0.004492,0.001416
0.00459,0.001867
0.004687,0.00084
0.004785,0.001816
0.004883,0.00025
0.00498,0.002022
0.005078,0.000132
0.005176,0.00217
0.005273,-0.001166
0.005371,0.002339
0.005469,-0.003747
0.005566,0.005396
0.005664,-0.024319
0.005762,-0.042583
0.005859,-0.050521
0.005957,-0.055752
0.006055,-0.047245
0.006152,-0.048821
0.00625,-0.040322
0.006348,-0.036574
0.006445,-0.031395
0.006543,-0.030761
0.006641,-0.030047
0.006738,-0.029517
0.006836,-0.023601
0.006934,-0.017507
0.007031,-0.008734
0.007129,-0.000168
0.007227,0.004154
0.007324,0.005676
0.007422,0.010033
0.00752,0.01516
0.007617,0.022466
0.007715,0.028247
0.007812,0.033645
0.00791,0.03778
0.008008,0.038867
0.008105,0.038404
0.008203,0.037355
0.008301,0.037114
0.008398,0.037746
0.008496,0.03824
0.008594,0.037837
0.008691,0.037999
0.008789,0.037739
0.008887,0.036229
0.008984,0.033181
0.009082,0.029452
0.00918,0.025648
0.009277,0.023243
0.009375,0.020429
0.009473,0.017765
0.00957,0.015229
0.009668,0.011797
0.009766,0.007197
0.009863,0.003184
0.009961,-0.000811
0.010059,-0.004274
0.010156,-0.006591
0.010254,-0.00854
0.010352,-0.01009
0.010449,-0.011027
0.010547,-0.011573
0.010645,-0.012408
0.010742,-0.013378
0.01084,-0.013619
0.010937,-0.013877
0.011035,-0.013256
0.011133,-0.012357
0.01123,-0.011421
0.011328,-0.010872
0.011426,-0.009698
0.011523,-0.00794
0.011621,-0.006304
0.011719,-0.004549
0.011816,-0.002805
0.011914,-0.000882
0.012012,0.00099
0.012109,0.003135
0.012207,0.00496
