0,0.078644
9.77E-05,0.055886
0.000195,-0.012473
0.000293,-0.070994
0.000391,-0.073018
0.000488,-0.019032
0.000586,0.049427
0.000684,0.079401
0.000781,0.046314
0.000879,-0.024688
0.000977,-0.075644
0.001074,-0.066515
0.001172,-0.006254
0.00127,0.058641
0.001367,0.077852
0.001465,0.034732
0.001562,-0.037342
0.00166,-0.079519
0.001758,-0.05953
0.001855,0.005774
0.001953,0.066467
0.002051,0.074851
0.002148,0.023279
0.002246,-0.04797
0.002344,-0.080551
0.002441,-0.050368
0.002539,0.018101
0.002637,0.072112
0.002734,0.06882
0.002832,0.009722
0.00293,-0.058831
0.003027,-0.080829
0.003125,-0.040979
0.003223,0.029255
0.00332,0.075789
0.003418,0.061766
0.003516,-0.003246
0.003613,-0.066852
0.003711,-0.077924
0.003809,-0.029553
0.003906,0.040234
0.004004,0.077793
0.004102,0.05271
0.004199,-0.016455
0.004297,-0.073667
0.004395,-0.073276
0.004492,-0.017513
0.00459,0.05068
0.004687,0.078548
0.004785,0.04334
0.004883,-0.02831
0.00498,-0.077795
0.005078,-0.066606
0.005176,-0.005241
0.005273,0.059057
0.005371,0.076117
0.005469,0.031612
0.005566,-0.040278
0.005664,-0.080565
0.005762,-0.058576
0.005859,0.007181
0.005957,0.066193
0.006055,0.072082
0.006152,0.018862
0.00625,-0.05137
0.006348,-0.081325
0.006445,-0.048773
0.006543,0.020198
0.006641,0.0726
0.006738,0.067242
0.006836,0.006678
0.006934,-0.06051
0.007031,-0.0799
0.007129,-0.038205
0.007227,0.031906
0.007324,0.07628
0.007422,0.059749
0.00752,-0.006108
0.007617,-0.068046
0.007715,-0.07616
0.007812,-0.026071
0.00791,0.043399
0.008008,0.078528
0.008105,0.051016
0.008203,-0.018812
0.008301,-0.074246
0.008398,-0.071127
0.008496,-0.01409
0.008594,0.053006
0.008691,0.077795
0.008789,0.03965
0.008887,-0.032349
0.008984,-0.079964
0.009082,-0.065864
0.00918,-0.002799
0.009277,0.060796
0.009375,0.075464
0.009473,0.028717
0.00957,-0.04262
0.009668,-0.080406
0.009766,-0.055657
0.009863,0.011218
0.009961,0.068724
0.010059,0.071676
0.010156,0.016252
0.010254,-0.053931
0.010352,-0.081679
0.010449,-0.046969
0.010547,0.022393
0.010645,0.073188
0.010742,0.065197
0.01084,0.00333
0.010937,-0.06295
0.011035,-0.079803
0.011133,-0.035914
0.01123,0.034269
0.011328,0.076486
0.011426,0.057222
0.011523,-0.009986
0.011621,-0.070721
0.011719,-0.076603
0.011816,-0.024901
0.011914,0.04427
0.012012,0.07731
0.012109,0.047402
0.012207,-0.023369
0.012305,-0.077258
0.012402,-0.071902
0.0125,-0.013242
0.012598,0.053237
0.012695,0.076035
0.012793,0.036211
0.012891,-0.035789
0.012988,-0.080808
0.013086,-0.064211
0.013184,-0.000242
0.013281,0.062155
0.013379,0.074146
0.013477,0.025242
0.013574,-0.046548
0.013672,-0.082279
0.01377,-0.055463
0.013867,0.011933
0.013965,0.068098
0.014062,0.06889
0.01416,0.011974
0.014258,-0.057213
0.014355,-0.082441
0.014453,-0.045827
0.014551,0.023537
0.014648,0.07194
0.014746,0.060977
0.014844,-0.002427
0.014941,-0.067502
0.015039,-0.08178
0.015137,-0.036035
0.015234,0.034128
0.015332,0.074635
0.01543,0.053054
0.015527,-0.014875
0.015625,-0.073991
0.015723,-0.076884
0.01582,-0.023604
0.015918,0.0447
0.016016,0.075273
0.016113,0.043085
0.016211,-0.027921
0.016309,-0.079548
0.016406,-0.071189
0.016504,-0.011238
0.016602,0.054173
0.016699,0.074157
0.016797,0.031998
0.016895,-0.040142
0.016992,-0.083291
0.01709,-0.064328
0.017187,0.000509
0.017285,0.061238
0.017383,0.070052
0.01748,0.018974
0.017578,-0.052163
0.017676,-0.085279
0.017773,-0.05559
0.017871,0.012773
0.017969,0.067321
0.018066,0.065345
0.018164,0.006738
0.018262,-0.061757
0.018359,-0.084436
0.018457,-0.04531
0.018555,0.024822
0.018652,0.07172
0.01875,0.058286
0.018848,-0.006494
0.018945,-0.070549
0.019043,-0.08212
0.019141,-0.034189
0.019238,0.035798
0.019336,0.073843
0.019434,0.049514
0.019531,-0.019435
0.019629,-0.077125
0.019727,-0.07746
0.019824,-0.022119
0.019922,0.046333
0.02002,0.0747
0.020117,0.04
0.020215,-0.031622
0.020312,-0.081608
0.02041,-0.07096
0.020508,-0.009563
0.020605,0.055328
0.020703,0.073274
0.020801,0.029196
0.020898,-0.042874
0.020996,-0.083893
0.021094,-0.062459
0.021191,0.00341
0.021289,0.063075
0.021387,0.069895
0.021484,0.017363
0.021582,-0.053465
0.02168,-0.084616
0.021777,-0.052789
0.021875,0.015937
0.021973,0.068866
0.02207,0.064103
0.022168,0.004121
0.022266,-0.063333
0.022363,-0.083783
0.022461,-0.042621
0.022559,0.027777
0.022656,0.073071
0.022754,0.057536
0.022852,-0.007923
0.022949,-0.070295
0.023047,-0.07948
0.023145,-0.030211
0.023242,0.039048
0.02334,0.074781
0.023437,0.047817
0.023535,-0.022046
0.023633,-0.077916
0.02373,-0.075489
0.023828,-0.01858
0.023926,0.0487
0.024023,0.074404
0.024121,0.037402
0.024219,-0.034257
0.024316,-0.082088
0.024414,-0.068834
0.024512,-0.006106
0.024609,0.057711
0.024707,0.073027
0.024805,0.026905
0.024902,-0.044585
0.025,-0.083222
0.025098,-0.059483
0.025195,0.007245
0.025293,0.065245
0.025391,0.068884
0.025488,0.014014
0.025586,-0.055927
0.025684,-0.084165
0.025781,-0.049953
0.025879,0.019522
0.025977,0.070943
0.026074,0.063772
0.026172,0.002205
0.02627,-0.064196
0.026367,-0.082052
0.026465,-0.038884
0.026562,0.031364
0.02666,0.074282
0.026758,0.055741
0.026855,-0.011165
0.026953,-0.072368
0.027051,-0.078686
0.027148,-0.027085
0.027246,0.042147
0.027344,0.075596
0.027441,0.046319
0.027539,-0.024443
0.027637,-0.078919
0.027734,-0.074296
0.027832,-0.015977
0.02793,0.051097
0.028027,0.075101
0.028125,0.036092
0.028223,-0.035996
0.02832,-0.081756
0.028418,-0.066117
0.028516,-0.002814
0.028613,0.059611
0.028711,0.072417
0.028809,0.024246
0.028906,-0.047547
0.029004,-0.084156
0.029102,-0.057863
0.029199,0.009675
0.029297,0.066067
0.029395,0.067343
0.029492,0.01072
0.02959,-0.058783
0.029687,-0.085029
0.029785,-0.04885
0.029883,0.021124
0.02998,0.071295
0.030078,0.061963
0.030176,-0.000621
0.030273,-0.065811
0.030371,-0.081353
0.030469,-0.03671
0.030566,0.033006
